date,sku_id,units_sold,revenue,unit_price,promo_flag,units_sold_corrected_negative,units_sold_imputed,unit_price_imputed,week,month,season,is_holiday,promo_event,category,subcategory,launch_date,unit_cost,list_price,on_hand_units,on_order_units,lead_time_days,reorder_point,lag_1,lag_7,lag_14,lag_28,roll_mean_7,roll_mean_28,roll_std_7,day_of_week,is_weekend,week_of_year,is_promo,has_promo_event,days_since_launch,discount_pct
2026-03-15,SKU-0001,0.0,0.0,2787.2,0,False,False,False,11,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,0.0,0.0,17.0,,0.0,,0.0,6,1,11,0,0,26,0.0
2026-03-16,SKU-0001,0.0,0.0,2787.2,0,False,False,False,12,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,0.0,0.0,18.0,,0.0,,0.0,0,0,12,0,0,27,0.0
2026-03-17,SKU-0001,0.0,0.0,2787.2,0,False,False,False,12,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,0.0,0.0,20.0,7.0,0.0,6.992138075658938,0.0,1,0,12,0,0,28,0.0
2026-03-18,SKU-0001,0.0,0.0,2787.2,0,False,False,False,12,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,0.0,0.0,15.0,4.0,0.0,6.742138075658938,0.0,2,0,12,0,0,29,0.0
2026-03-19,SKU-0001,0.0,0.0,2787.2,0,False,False,False,12,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,0.0,0.0,14.0,6.0,0.0,6.599280932801796,0.0,3,0,12,0,0,30,0.0
2026-03-20,SKU-0001,10.0,27872.0,2787.2,0,False,False,False,12,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,0.0,0.0,19.0,6.0,0.0,6.384995218516082,0.0,4,0,12,0,0,31,0.0
2026-03-21,SKU-0001,11.0,30659.2,2787.2,0,False,False,False,12,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,10.0,0.0,2.779866118450286,11.0,1.4285714285714286,6.527852361373225,3.779644730092272,5,1,12,0,0,32,0.0
2026-03-22,SKU-0001,9.0,25084.8,2787.2,0,False,False,False,12,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,11.0,0.0,0.0,9.0,3.0,6.527852361373225,5.131601439446884,6,1,12,0,0,33,0.0
2026-03-23,SKU-0001,8.0,22297.6,2787.2,0,False,False,False,13,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,89.4,70.8,18.0,129.4,9.0,0.0,0.0,7.0,4.285714285714286,6.527852361373225,5.376314900074391,0,0,13,0,0,34,0.0
2026-03-24,SKU-0001,16.0,44595.2,2787.2,0,False,False,False,13,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,89.4,70.8,18.0,129.4,8.0,0.0,0.0,11.0,5.428571428571429,6.5635666470875105,5.159365040297849,1,0,13,0,0,35,0.0
2026-03-25,SKU-0001,7.0,19510.4,2787.2,0,False,False,False,13,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,89.4,70.8,18.0,129.4,16.0,0.0,0.0,6.0,7.714285714285714,6.742138075658938,5.851332774513447,2,0,13,0,0,36,0.0
2026-03-26,SKU-0001,7.0,19510.4,2787.2,0,False,False,False,13,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,89.4,70.8,18.0,129.4,7.0,0.0,0.0,10.0,8.714285714285714,6.777852361373225,4.820590756130958,3,0,13,0,0,37,0.0
2026-03-27,SKU-0001,7.0,19510.4,2787.2,0,False,False,False,13,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,89.4,70.8,18.0,129.4,7.0,10.0,0.0,6.0,9.714285714285714,6.670709504230367,3.147183169877773,4,0,13,0,0,38,0.0
2026-03-28,SKU-0001,11.0,30659.2,2787.2,0,False,False,False,13,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,89.4,70.8,18.0,129.4,7.0,11.0,0.0,7.0,9.285714285714286,6.706423789944653,3.3022358947782493,5,1,13,0,0,39,0.0
2026-03-29,SKU-0001,8.0,22297.6,2787.2,0,False,False,False,13,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,89.4,70.8,18.0,129.4,11.0,9.0,0.0,17.0,9.285714285714286,6.849280932801796,3.3022358947782493,6,1,13,0,0,40,0.0
2026-03-30,SKU-0001,13.0,36233.6,2787.2,0,False,False,False,14,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,91.2,107.0,18.0,129.4,8.0,8.0,0.0,18.0,9.142857142857142,6.527852361373225,3.338091841585121,0,0,14,0,0,41,0.0
2026-03-31,SKU-0001,6.0,16723.2,2787.2,0,False,False,False,14,3,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,91.2,107.0,18.0,129.4,13.0,16.0,0.0,20.0,9.857142857142858,6.349280932801796,3.5790395093549616,1,0,14,0,0,42,0.0
2026-04-01,SKU-0001,9.0,25084.8,2787.2,0,False,False,False,14,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,91.2,107.0,18.0,129.4,6.0,7.0,0.0,15.0,8.428571428571429,5.849280932801796,2.5727509827124004,2,0,14,0,0,43,0.0
2026-04-02,SKU-0001,7.0,19510.4,2787.2,0,False,False,False,14,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,91.2,107.0,18.0,129.4,9.0,7.0,0.0,14.0,8.714285714285714,5.634995218516082,2.497617912751116,3,0,14,0,0,44,0.0
2026-04-03,SKU-0001,9.0,25084.8,2787.2,0,False,False,False,14,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,91.2,107.0,18.0,129.4,7.0,7.0,10.0,19.0,8.714285714285714,5.384995218516082,2.497617912751116,4,0,14,0,0,45,0.0
2026-04-04,SKU-0001,11.0,30659.2,2787.2,0,False,False,False,14,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,91.2,107.0,18.0,129.4,9.0,11.0,11.0,2.779866118450286,9.0,5.027852361373225,2.380476142847617,5,1,14,0,0,46,0.0
2026-04-05,SKU-0001,5.0,13936.0,2787.2,0,False,False,False,14,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,91.2,107.0,18.0,129.4,11.0,8.0,9.0,0.0,9.0,5.321428571428571,2.380476142847617,6,1,14,0,0,47,0.0
2026-04-06,SKU-0001,7.0,19510.4,2787.2,0,False,False,False,15,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,37.2,107.0,18.0,129.4,5.0,13.0,8.0,0.0,8.571428571428571,5.5,2.8199966227605584,0,0,15,0,0,48,0.0
2026-04-07,SKU-0001,11.0,30659.2,2787.2,0,False,False,False,15,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,37.2,107.0,18.0,129.4,7.0,6.0,16.0,0.0,7.714285714285714,5.75,2.0586634591635535,1,0,15,0,0,49,0.0
2026-04-08,SKU-0001,5.0,13936.0,2787.2,0,False,False,False,15,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,37.2,107.0,18.0,129.4,11.0,9.0,7.0,0.0,8.428571428571429,6.142857142857143,2.2253945610567483,2,0,15,0,0,50,0.0
2026-04-09,SKU-0001,7.0,19510.4,2787.2,0,False,False,False,15,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,37.2,107.0,18.0,129.4,5.0,7.0,7.0,0.0,7.857142857142857,6.321428571428571,2.544836041121409,3,0,15,0,0,51,0.0
2026-04-10,SKU-0001,6.0,16723.2,2787.2,0,False,False,False,15,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,37.2,107.0,18.0,129.4,7.0,9.0,7.0,0.0,7.857142857142857,6.571428571428571,2.544836041121409,4,0,15,0,0,52,0.0
2026-04-11,SKU-0001,8.16129401854272,22747.16,2787.2,0,False,False,False,15,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,37.2,107.0,18.0,129.4,6.0,11.0,11.0,0.0,7.428571428571429,6.785714285714286,2.572750982712402,5,1,15,0,0,53,0.0
2026-04-12,SKU-0001,0.0,0.0,2787.2,0,False,False,False,15,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,37.2,107.0,18.0,129.4,8.16129401854272,5.0,8.0,0.0,7.0230420026489595,7.077189072090811,2.095427055133021,6,1,15,0,0,54,0.0
2026-04-13,SKU-0001,0.0,0.0,2787.2,0,False,False,False,16,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,0.0,7.0,13.0,0.0,6.308756288363246,7.077189072090811,3.3665976572637275,0,0,16,0,0,55,0.0
2026-04-14,SKU-0001,0.0,0.0,2787.2,0,False,False,False,16,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,0.0,11.0,6.0,0.0,5.308756288363246,7.077189072090811,4.089141449262245,1,0,16,0,0,56,0.0
2026-04-15,SKU-0001,0.0,0.0,2787.2,0,False,False,False,16,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,0.0,5.0,9.0,0.0,3.7373277169346744,7.077189072090811,3.6247618498949783,2,0,16,0,0,57,0.0
2026-04-16,SKU-0001,0.0,0.0,2787.2,0,False,False,False,16,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,0.0,7.0,7.0,0.0,3.02304200264896,7.077189072090811,3.821763105527835,3,0,16,0,0,58,0.0
2026-04-17,SKU-0001,9.0,25084.8,2787.2,0,False,False,False,16,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,0.0,6.0,9.0,10.0,2.02304200264896,7.077189072090811,3.510883731240328,4,0,16,0,0,59,0.0
2026-04-18,SKU-0001,9.0,25084.8,2787.2,0,False,False,False,16,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,9.0,8.16129401854272,11.0,11.0,2.4516134312203883,7.041474786376526,4.193921417641648,5,1,16,0,0,60,0.0
2026-04-19,SKU-0001,12.0,33446.4,2787.2,0,False,False,False,16,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,0.0,198.2,18.0,129.4,9.0,0.0,5.0,9.0,2.5714285714285716,6.9700462149479545,4.391550328268404,6,1,16,0,0,61,0.0
2026-04-20,SKU-0001,3.0,8361.6,2787.2,0,False,False,False,17,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,74.0,91.2,18.0,129.4,12.0,0.0,7.0,8.0,4.285714285714286,7.077189072090811,5.437961803049797,0,0,17,0,0,62,0.0
2026-04-21,SKU-0001,9.0,25084.8,2787.2,0,False,False,False,17,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,74.0,91.2,18.0,129.4,3.0,0.0,11.0,16.0,4.714285714285714,6.8986176435193824,5.15474815790535,1,0,17,0,0,63,0.0
2026-04-22,SKU-0001,7.0,19510.4,2787.2,0,False,False,False,17,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,74.0,91.2,18.0,129.4,9.0,0.0,5.0,7.0,6.0,6.6486176435193824,4.8989794855663575,2,0,17,0,0,64,0.0
2026-04-23,SKU-0001,8.0,22297.6,2787.2,0,False,False,False,17,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,74.0,91.2,18.0,129.4,7.0,0.0,7.0,7.0,7.0,6.6486176435193824,4.1231056256176615,3,0,17,0,0,65,0.0
2026-04-24,SKU-0001,10.0,27872.0,2787.2,0,False,False,False,17,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,74.0,91.2,18.0,129.4,8.0,9.0,6.0,7.0,8.142857142857142,6.684331929233669,2.734262327610589,4,0,17,0,0,66,0.0
2026-04-25,SKU-0001,6.0,16723.2,2787.2,0,False,False,False,17,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,74.0,91.2,18.0,129.4,10.0,9.0,8.16129401854272,11.0,8.285714285714286,6.791474786376526,2.8115408417381924,5,1,17,0,0,67,0.0
2026-04-26,SKU-0001,14.0,39020.8,2787.2,0,False,False,False,17,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,74.0,91.2,18.0,129.4,6.0,12.0,0.0,8.0,7.857142857142857,6.612903357805097,2.911389784311005,6,1,17,0,0,68,0.0
2026-04-27,SKU-0001,8.0,22297.6,2787.2,0,False,False,False,18,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,12.0,186.2,18.0,129.4,14.0,3.0,0.0,13.0,8.142857142857142,6.827189072090811,3.4364987719368982,0,0,18,0,0,69,0.0
2026-04-28,SKU-0001,1.0,2787.2,2787.2,0,False,False,False,18,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,12.0,186.2,18.0,129.4,8.0,9.0,0.0,6.0,8.857142857142858,6.6486176435193824,2.6095064302514763,1,0,18,0,0,70,0.0
2026-04-29,SKU-0001,5.0,13936.0,2787.2,0,False,False,False,18,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,12.0,186.2,18.0,129.4,1.0,7.0,0.0,9.0,7.714285714285714,6.4700462149479545,3.946064947695181,2,0,18,0,0,71,0.0
2026-04-30,SKU-0001,6.0,16723.2,2787.2,0,False,False,False,18,4,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,12.0,186.2,18.0,129.4,5.0,8.0,0.0,7.0,7.428571428571429,6.327189072090811,4.07664661444276,3,0,18,0,0,72,0.0
2026-05-01,SKU-0001,12.0,33446.4,2787.2,0,False,False,False,18,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,12.0,186.2,18.0,129.4,6.0,10.0,9.0,9.0,7.142857142857143,6.291474786376526,4.099941927579439,4,0,18,0,0,73,0.0
2026-05-02,SKU-0001,13.0,36233.6,2787.2,0,False,False,False,18,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,12.0,186.2,18.0,129.4,12.0,6.0,9.0,11.0,7.428571428571429,6.3986176435193824,4.391550328268399,5,1,18,0,0,74,0.0
2026-05-03,SKU-0001,7.0,19510.4,2787.2,0,False,False,False,18,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,12.0,186.2,18.0,129.4,13.0,14.0,12.0,5.0,8.428571428571429,6.4700462149479545,4.790864322059324,6,1,18,0,0,75,0.0
2026-05-04,SKU-0001,5.0,13936.0,2787.2,0,False,False,False,19,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,54.2,95.0,18.0,129.4,7.0,8.0,3.0,7.0,7.428571428571429,6.541474786376526,4.117326918327102,0,0,19,0,0,76,0.0
2026-05-05,SKU-0001,4.0,11148.8,2787.2,0,False,False,False,19,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,54.2,95.0,18.0,129.4,5.0,1.0,9.0,11.0,7.0,6.4700462149479545,4.203173404306163,1,0,19,0,0,77,0.0
2026-05-06,SKU-0001,2.0,5574.4,2787.2,0,False,False,False,19,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,54.2,95.0,18.0,129.4,4.0,5.0,7.0,5.0,7.428571428571429,6.2200462149479545,3.598941643369749,2,0,19,0,0,78,0.0
2026-05-07,SKU-0001,6.0,16723.2,2787.2,0,False,False,False,19,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,54.2,95.0,18.0,129.4,2.0,6.0,8.0,7.0,7.0,6.112903357805097,4.0824829046386295,3,0,19,0,0,79,0.0
2026-05-08,SKU-0001,5.0,13936.0,2787.2,0,False,False,False,19,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,54.2,95.0,18.0,129.4,6.0,12.0,10.0,6.0,7.0,6.077189072090811,4.0824829046386295,4,0,19,0,0,80,0.0
2026-05-09,SKU-0001,10.0,27872.0,2787.2,0,False,False,False,19,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,54.2,95.0,18.0,129.4,5.0,13.0,6.0,8.16129401854272,6.0,6.041474786376526,3.4641016151377544,5,1,19,0,0,81,0.0
2026-05-10,SKU-0001,8.0,22297.6,2787.2,0,False,False,False,19,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,54.2,95.0,18.0,129.4,10.0,7.0,14.0,0.0,5.571428571428571,6.107142857142857,2.5071326821120348,6,1,19,0,0,82,0.0
2026-05-11,SKU-0001,4.0,11148.8,2787.2,0,False,False,False,20,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,15.2,183.0,18.0,129.4,8.0,5.0,8.0,0.0,5.714285714285714,6.392857142857143,2.627691364061218,0,0,20,0,0,83,0.0
2026-05-12,SKU-0001,6.0,16723.2,2787.2,0,False,False,False,20,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,15.2,183.0,18.0,129.4,4.0,4.0,1.0,0.0,5.571428571428571,6.535714285714286,2.699206232527312,1,0,20,0,0,84,0.0
2026-05-13,SKU-0001,4.0,11148.8,2787.2,0,False,False,False,20,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,15.2,183.0,18.0,129.4,6.0,2.0,5.0,0.0,5.857142857142857,6.75,2.6095064302514777,2,0,20,0,0,85,0.0
2026-05-14,SKU-0001,5.161294018542719,14385.56,2787.2,0,False,False,False,20,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,15.2,183.0,18.0,129.4,4.0,6.0,6.0,0.0,6.142857142857143,6.892857142857143,2.193062655175134,3,0,20,0,0,86,0.0
2026-05-15,SKU-0001,9.0,25084.8,2787.2,0,False,False,False,20,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,15.2,183.0,18.0,129.4,5.161294018542719,5.0,12.0,9.0,6.0230420026489595,7.077189072090811,2.224848728420642,4,0,20,0,0,87,0.0
2026-05-16,SKU-0001,9.0,25084.8,2787.2,0,False,False,False,20,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,15.2,183.0,18.0,129.4,9.0,10.0,13.0,9.0,6.594470574077532,7.077189072090811,2.42314055443288,5,1,20,0,0,88,0.0
2026-05-17,SKU-0001,8.0,22297.6,2787.2,0,False,False,False,20,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,15.2,183.0,18.0,129.4,9.0,8.0,7.0,12.0,6.451613431220388,7.077189072090811,2.208911680915953,6,1,20,0,0,89,0.0
2026-05-18,SKU-0001,4.0,11148.8,2787.2,0,False,False,False,21,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,65.0,88.0,18.0,129.4,8.0,4.0,5.0,3.0,6.451613431220388,6.934331929233669,2.208911680915953,0,0,21,0,0,90,0.0
2026-05-19,SKU-0001,9.0,25084.8,2787.2,0,False,False,False,21,5,Spring,0,,Small Appliances,Air Purifiers,2026-02-17,1462.76,2787.2,65.0,88.0,18.0,129.4,4.0,6.0,4.0,9.0,6.451613431220388,6.9700462149479545,2.208911680915953,1,0,21,0,0,91,0.0
