sku_id,category,subcategory,week_start,horizon,forecast,forecast_low80,forecast_high80,low_confidence
SKU-0004,Decor,Wall Art,2026-08-17,1,48.0688041557717,39.523028207366046,58.317331544168205,False
SKU-0057,Decor,Wall Art,2026-08-17,1,57.65829061553292,0.0,86.36735148834902,False
SKU-0058,Decor,Lighting,2026-08-17,1,55.36638957075183,37.7129844169037,71.64365886322139,False
SKU-0161,Furnishings,Tables,2026-08-17,1,7.346639413031693,3.7447645943909436,10.76592320632711,False
SKU-0059,Furnishings,Tables,2026-08-17,1,19.751868912593025,13.034552072969976,24.27123791213893,False
SKU-0108,Furnishings,Tables,2026-08-17,1,45.626833212158175,4.698812458099159,62.32461460795992,False
SKU-0179,Small Appliances,Kitchen Appliances,2026-08-17,1,4.4934342734436115,1.9250157566960142,7.784606326104468,False
SKU-0178,Small Appliances,Fans,2026-08-17,1,4.715269504525073,2.4438463471451035,6.399832130894597,False
SKU-0107,Decor,Wall Art,2026-08-17,1,22.56191925469927,13.864781508957186,33.47972149067484,False
SKU-0060,Furnishings,Sofas,2026-08-17,1,10.014730880568736,5.758410618717235,12.952390346949105,False
SKU-0050,Furnishings,Chairs,2026-08-17,1,21.80721363644288,13.7594381954698,28.436492319347074,False
SKU-0106,Small Appliances,Fans,2026-08-17,1,12.640110071588571,6.94589175621845,15.542890219208282,False
SKU-0049,Decor,Lighting,2026-08-17,1,1.1405588949137024,0.0,2.7982815123296008,False
SKU-0115,Furnishings,Storage,2026-08-17,1,398.4637823277788,170.95212656760395,505.93814176459523,False
SKU-0123,Furnishings,Chairs,2026-08-17,1,68.66217001066524,36.658509866225835,96.40844744534746,False
SKU-0037,Furnishings,Tables,2026-08-17,1,63.47826750947407,55.27338622334973,73.33316243376683,False
SKU-0122,Decor,Wall Art,2026-08-17,1,41.5108329522115,33.56120596736994,47.68615723869295,False
SKU-0038,Decor,rugs,2026-08-17,1,49.6037239968044,18.745484527234446,79.80514650634306,False
SKU-0187,Decor,Vases,2026-08-17,1,5.807332276112239,2.558897873363156,7.880669050136993,False
SKU-0039,Furnishings,Sofas,2026-08-17,1,54.98159744585583,44.50754717916658,67.14289565776103,False
SKU-0157,Decor,Vases,2026-08-17,1,9.848389981415748,5.307496892947133,13.669490816192134,False
SKU-0121,Decor,Lighting,2026-08-17,1,16.964485529299377,11.032956594200689,22.336230553447784,False
SKU-0040,Decor,vases,2026-08-17,1,3.1846948866650564,0.8675135091591992,5.40067216001982,False
SKU-0041,Decor,Lighting,2026-08-17,1,2.5266673466916223,0.7550930521951624,4.583281588327393,False
SKU-0120,Decor,Vases,2026-08-17,1,45.15939113724147,11.839995470322245,72.33455505838141,False
SKU-0143,Small Appliances,Fans,2026-08-17,1,1.1442715396762724,0.0,2.8653733903602334,False
SKU-0186,Decor,Wall Art,2026-08-17,1,2.3518916923528987,0.30066359859616754,4.245247742304635,False
SKU-0119,Decor,Wall Art,2026-08-17,1,37.9045660781612,24.97717159386797,44.8826539447479,False
SKU-0042,Small Appliances,Kitchen Appliances,2026-08-17,1,135.38483456968052,128.49176162746684,162.64642050349866,False
SKU-0043,Small Appliances,Kitchen Appliances,2026-08-17,1,29.879974428313428,19.1642554436324,38.80180285783993,False
SKU-0044,Decor,Rugs,2026-08-17,1,20.87818627741063,6.810237370382712,33.89669144092374,False
SKU-0158,Decor,Lighting,2026-08-17,1,69.84978588737373,48.8760609407542,92.05262081879779,False
SKU-0118,Small Appliances,Heaters,2026-08-17,1,40.85412283035707,20.013698228158663,48.953325928728056,False
SKU-0185,Small Appliances,Heaters,2026-08-17,1,12.094672912436664,6.783539159348437,16.595926980482872,False
SKU-0045,Small Appliances,Air Purifiers,2026-08-17,1,1.5060182716998147,0.13681176092816513,2.901490549768563,False
SKU-0117,Small Appliances,Air Purifiers,2026-08-17,1,54.43265579742977,42.640423302137826,62.53918663097928,False
SKU-0198,Small Appliances,Air Purifiers,2026-08-17,1,3.599533715921226,1.761431132139118,4.54876086406576,False
SKU-0046,Small Appliances,Air Purifiers,2026-08-17,1,293.30330998574993,116.55916711472528,366.8484563721789,False
SKU-0116,Small Appliances,Heaters,2026-08-17,1,12.21727838272034,5.803344315190996,16.81182872226114,False
SKU-0006,Small Appliances,Air Purifiers,2026-08-17,1,8.757892574180799,4.4687694615274305,13.857296223802805,False
SKU-0047,Decor,Rugs,2026-08-17,1,22.41144855716022,7.198666868637187,35.35542136660632,False
SKU-0048,Decor,Vases,2026-08-17,1,119.37795883917244,84.4207509048166,141.5686156079653,False
SKU-0184,Decor,Vases,2026-08-17,1,70.75893089221333,52.54797589648448,85.1505338294437,False
SKU-0159,Small Appliances,Fans,2026-08-17,1,104.67658778942064,82.78422050847148,125.84140669984855,False
SKU-0200,Decor,Lighting,2026-08-17,1,47.53103718543748,3.822660681068911,79.14358153972559,False
SKU-0066,Decor,Rugs,2026-08-24,2,40.539614689920974,24.919445793351613,55.50086140006179,False
SKU-0104,Small Appliances,Air Purifiers,2026-08-24,2,39.69153021166393,29.32722850699031,49.26503883535499,False
SKU-0063,Decor,Rugs,2026-08-24,2,21.851967718355404,0.0,44.338707863418556,False
SKU-0163,Furnishings,Chairs,2026-08-24,2,72.20803480916463,51.1434007730071,87.72222878788277,False
SKU-0062,Decor,Lighting,2026-08-24,2,138.0813368059098,97.42991868202992,162.14953136065623,False
SKU-0176,Furnishings,Sofas,2026-08-24,2,144.3666105511645,120.9631768346563,178.17463394087898,False
SKU-0064,Small Appliances,Heaters,2026-08-24,2,3.2618568926535674,1.2769516680670905,6.439673757627449,False
SKU-0067,Decor,Rugs,2026-08-24,2,57.35975124159484,27.83151875923977,78.77411505433159,False
SKU-0145,Decor,Wall Art,2026-08-24,2,158.26435752092402,116.94773737576563,219.2906637879067,False
SKU-0177,Decor,Rugs,2026-08-24,2,4.969577108559792,1.7158240331582804,7.030553381865538,False
SKU-0162,Small Appliances,Heaters,2026-08-24,2,127.10641996347579,77.84642814820896,154.04811553068066,False
SKU-0199,Furnishings,Chairs,2026-08-24,2,7.147197555162266,3.44264875854246,11.0396044524768,False
SKU-0105,Small Appliances,Heaters,2026-08-24,2,34.776295373134566,18.09777659165748,44.427162386351725,False
SKU-0065,Decor,Rugs,2026-08-24,2,49.67486877368905,0.40990586990823336,83.71592733702741,False
SKU-0103,Furnishings,Storage,2026-08-24,2,6.826538440224843,3.37067942440217,9.833867370299604,False
SKU-0011,Decor,Wall Art,2026-08-24,2,16.958924143485117,10.76493079956707,22.159251296834416,False
SKU-0068,Decor,Lighting,2026-08-24,2,15.532057942663092,9.462342670359135,23.117603843492102,False
SKU-0094,Decor,Rugs,2026-08-24,2,23.91185699265867,7.373015442422137,37.11731669083628,False
SKU-0080,Small Appliances,Fans,2026-08-24,2,107.91958630489876,35.79945614956218,167.30935218038536,False
SKU-0171,Decor,Rugs,2026-08-24,2,36.77384501547094,13.23948380012013,67.70595074383417,False
SKU-0166,Decor,Rugs,2026-08-24,2,17.324529977132922,0.0,36.589273561121615,False
SKU-0081,Decor,Vases,2026-08-24,2,6.676248508641795,2.487104447758227,9.995616143744563,False
SKU-0093,Decor,Wall Art,2026-08-24,2,118.22922934250282,100.5321200431858,146.99216729294923,False
SKU-0082,Decor,Vases,2026-08-24,2,1.101545623464709,0.018091655351988856,2.987427367110809,False
SKU-0092,Decor,Rugs,2026-08-24,2,7.879551894956486,3.301815478313794,12.78895052803655,False
SKU-0147,Decor,Lighting,2026-08-24,2,7.8506103144037,3.6332452397850683,10.96956753537805,False
SKU-0148,Decor,Lighting,2026-08-24,2,22.30313314116565,14.919117833849207,28.67492262245949,False
SKU-0083,Small Appliances,Air Purifiers,2026-08-24,2,53.56624800144732,45.19520951089182,68.56794160142756,False
SKU-0084,Furnishings,Sofas,2026-08-24,2,43.40151555649892,30.108909520897328,59.508508224490285,False
SKU-0091,Furnishings,Tables,2026-08-24,2,26.68534408643581,0.688146146181251,40.51476495991878,False
SKU-0170,Small Appliances,Air Purifiers,2026-08-24,2,22.85826726708082,17.42436121522209,31.658972526975464,False
SKU-0085,Furnishings,Chairs,2026-08-24,2,38.68006120949666,28.83079846685147,49.505688787223384,False
SKU-0086,Furnishings,Storage,2026-08-24,2,4.627363939058327,2.542783423086235,7.009175369720991,False
SKU-0167,Small Appliances,Heaters,2026-08-24,2,5.307280147886164,1.771670299423171,7.265031751794621,False
SKU-0087,Small Appliances,Fans,2026-08-24,2,1.0094399143768278,0.13173094666508572,1.7463770635348876,False
SKU-0169,Decor,Vases,2026-08-24,2,5.6341679194688234,2.236052646010565,8.731497387766835,False
SKU-0168,Small Appliances,Air Purifiers,2026-08-24,2,147.58780947057883,127.61289094629602,201.9292775578805,False
SKU-0090,Decor,Vases,2026-08-24,2,22.809518539013744,13.953234210380728,29.4617296085629,False
SKU-0088,Decor,Rugs,2026-08-24,2,11.491056338875756,5.610547610151865,16.235040009488028,False
SKU-0089,Furnishings,Tables,2026-08-24,2,85.79226686830367,34.481315501871016,128.91479193987192,False
SKU-0079,Decor,Vases,2026-08-24,2,2.728869686737032,0.5743861394985448,4.105094471239464,False
SKU-0003,Small Appliances,Air Purifiers,2026-08-24,2,15.146474065335877,3.7413615970845924,24.375165336265294,False
SKU-0078,Decor,Wall Art,2026-08-24,2,268.33248891919646,156.5169056173416,364.5740646381837,False
SKU-0095,Decor,Rugs,2026-08-24,2,25.543933728106904,14.480395801858888,34.62159282745503,False
SKU-0102,Decor,Rugs,2026-08-24,2,15.32245755223268,6.288359169106103,23.444181244761754,False
SKU-0175,Furnishings,Chairs,2026-08-24,2,5.0996997858651385,2.2158036160456023,6.127793003733371,False
SKU-0101,Small Appliances,Heaters,2026-08-24,2,56.062951013088195,37.62638868315988,70.35167737869591,False
SKU-0069,Furnishings,Sofas,2026-08-24,2,37.29682399145066,23.177268940505638,52.28201816760475,False
SKU-0070,Decor,Vases,2026-08-24,2,17.414587702009868,0.0,43.387627754008996,False
SKU-0100,Small Appliances,Heaters,2026-08-24,2,4.57413771371178,2.469345676445622,6.6974109467571346,False
SKU-0071,Furnishings,Tables,2026-08-24,2,30.884700512857385,0.020060450539557448,59.32653694640946,False
SKU-0174,Small Appliances,Fans,2026-08-24,2,212.79562471162043,141.88306531961544,296.42226514122996,False
SKU-0164,Furnishings,Tables,2026-08-24,2,39.622110793557624,31.608727674026436,47.0510144454195,False
SKU-0072,Decor,Lighting,2026-08-24,2,76.02458392847257,57.25491768684515,98.86516591317948,False
SKU-0099,Furnishings,Chairs,2026-08-24,2,5.333244723891073,2.8077150040922034,6.608225266251653,False
SKU-0146,Furnishings,Sofas,2026-08-24,2,37.45611973616029,3.539955320140256,59.47749689700407,False
SKU-0002,Decor,Wall Art,2026-08-24,2,19.329844519062423,13.911121997877931,24.834164811159102,False
SKU-0073,Small Appliances,Heaters,2026-08-24,2,1.5018582211000353,0.1832806465168205,3.7165306861324234,False
SKU-0098,Furnishings,Tables,2026-08-24,2,11.627809613166983,6.529328586353443,16.5306295299225,False
SKU-0074,Furnishings,Tables,2026-08-24,2,5.872129914610776,3.0223058888713172,7.158210632322781,False
SKU-0173,Furnishings,Sofas,2026-08-24,2,27.902746489208134,21.29706599412782,35.57273115531818,False
SKU-0075,Furnishings,Chairs,2026-08-24,2,13.958819436738978,0.9424304107766993,28.78182191560759,False
SKU-0076,Decor,Rugs,2026-08-24,2,11.781664504618416,0.0,27.18875110394276,False
SKU-0165,Decor,Lighting,2026-08-24,2,13.871333551409329,9.057014458037239,19.802870664729145,False
